1,1,2959
2,1,210
3,1,459
4,1,2076
5,1,1405
6,1,668
7,1,1885
8,1,2553
9,1,2806
10,1,4506
11,1,1463
12,1,219
13,1,989
14,1,1176
15,1,3080
16,1,674
17,1,1273
18,1,1183
19,1,745
20,1,2921
21,1,3700
22,1,519
23,1,516
24,1,1105
25,1,800
26,1,433
27,1,1378
28,1,668
29,1,157
30,1,1142
31,1,1996
32,1,1492
33,1,324
34,1,821
35,1,378
36,1,1235
37,1,31
38,1,424
39,1,2561
40,1,548
41,1,209
42,1,233
43,1,723
44,1,782
45,1,3260
46,1,6019
47,1,7028
48,1,647
49,1,134
50,1,1636
51,1,3517
52,1,1488
53,1,581
54,1,1807
55,1,1161
56,1,1147
57,1,4170
58,1,368
59,1,698
60,1,2049
61,1,163
62,1,984
63,1,772
64,1,1777
65,1,1288
66,1,197
67,1,488
68,1,457
69,1,363
70,1,34
71,1,1826
72,1,370
73,1,338
74,1,782
75,1,2127
76,1,1222
77,1,400
78,1,1658
79,1,178
80,1,1016
81,1,1229
82,1,313
83,1,292
84,1,1419
85,1,762
86,1,999
87,1,1250
88,1,1051
89,1,284
90,1,856
91,1,3742
92,1,1620
93,1,942
94,1,772
95,1,1308
96,1,357
97,1,651
98,1,611
99,1,1399
100,1,224
101,1,1036
102,1,554
103,1,6485
104,1,2202
105,1,2200
106,1,529
107,1,3674
108,1,1391
109,1,2547
110,1,265
111,1,43
112,1,1021
113,1,692
114,1,808
115,1,362
116,1,3250
117,1,1755
118,1,1256
119,1,181
120,1,523
121,1,114
122,1,2299
123,1,2423
124,1,210
125,1,859
126,1,278
127,1,1192
128,1,1757
129,1,385
130,1,3317
131,1,412
132,1,793
133,1,9836
134,1,2554
135,1,189
136,1,665
137,1,4510
138,1,894
139,1,448
140,1,6781
141,1,838
142,1,771
143,1,1898
144,1,461
145,1,2417
146,1,312
147,1,974
148,1,4031
149,1,792
150,1,824
151,1,1475
152,1,2537
153,1,2333
154,1,701
155,1,3935
156,1,632
157,1,478
158,1,1551
159,1,595
160,1,3055
161,1,2473
162,1,873
163,1,2428
164,1,1973
165,1,1721
166,1,594
167,1,8294
168,1,2726
169,1,700
170,1,852
171,1,2276
172,1,1429
173,1,2283
174,1,144
175,1,286
176,1,520
177,1,2259
178,1,847
179,1,966
180,1,5454
181,1,730
182,1,1523
183,1,4996
184,1,660
185,1,294
186,1,3416
187,1,565
188,1,2086
189,1,1747
190,1,360
191,1,574
192,1,287
193,1,585
194,1,1620
195,1,1884
196,1,2888
197,1,1768
198,1,1333
199,1,595
200,1,274
201,1,1769
202,1,876
203,1,364
204,1,767
205,1,1565
206,1,324
207,1,82
208,1,3283
209,1,1989
210,1,484
211,1,556
212,1,3898
213,1,1893
214,1,795
215,1,363
216,1,1699
217,1,1224
218,1,178
219,1,1784
220,1,699
221,1,3064
222,1,317
223,1,784
224,1,839
225,1,117
226,1,869
227,1,709
228,1,2568
229,1,1050
230,1,407
231,1,1426
232,1,2173
233,1,390
234,1,3271
235,1,611
236,1,968
237,1,358
238,1,2871
239,1,7855
240,1,2899
241,1,3046
242,1,596
243,1,2019
244,1,467
245,1,307
246,1,1048
247,1,3055
248,1,461
249,1,1944
250,1,1041
251,1,2509
252,1,2009
253,1,1671
254,1,221
255,1,1089
256,1,199
257,1,542
258,1,1403
259,1,1989
260,1,3110
261,1,3745
262,1,688
263,1,703
264,1,6810
265,1,512
266,1,1309
267,1,967
268,1,1093
269,1,401
270,1,312
271,1,302
272,1,862
273,1,963
274,1,765
275,1,4041
276,1,3473
277,1,874
278,1,926
279,1,2770
280,1,7300
281,1,529
282,1,565
283,1,754
284,1,567
285,1,111
286,1,1629
287,1,2065
288,1,1041
289,1,7705
290,1,371
291,1,355
292,1,972
293,1,544
294,1,1384
295,1,1453
296,1,115
297,1,102
298,1,1664
299,1,632
300,1,788
301,1,1909
302,1,1538
303,1,944
304,1,673
305,1,425
306,1,2068
307,1,719
308,1,2245
309,1,897
310,1,3640
311,1,2550
312,1,289
313,1,476
314,1,117
315,1,3126
316,1,1568
317,1,1670
318,1,5406
319,1,7198
320,1,1735
321,1,262
322,1,717
323,1,1000
324,1,2030
325,1,1325
326,1,1404
327,1,792
328,1,2012
329,1,1757
330,1,3506
331,1,881
332,1,285
333,1,795
334,1,1764
335,1,1357
336,1,322
337,1,3380
338,1,348
339,1,1250
340,1,1750
341,1,6320
342,1,5052
343,1,1162
344,1,2135
345,1,2824
346,1,556
347,1,223
348,1,3980
349,1,4057
350,1,634
351,1,124
352,1,1432
353,1,1347
354,1,1628
355,1,364
356,1,638
357,1,601
358,1,1023
359,1,859
360,1,182
361,1,3315
362,1,179
363,1,1137
364,1,4986
365,1,1493
366,1,2277
367,1,121
368,1,360
369,1,390
370,1,3667
371,1,365
372,1,2345
373,1,1236
374,1,2312
375,1,1275
376,1,151
377,1,2824
378,1,388
379,1,300
380,1,18915
381,1,1295
382,1,2734
383,1,777
384,1,213
385,1,1131
386,1,318
387,1,465
388,1,136
389,1,2819
390,1,926
391,1,5459
392,1,2165
393,1,1853
394,1,761
395,1,597
396,1,1104
397,1,2670
398,1,2328
399,1,6886
400,1,538
401,1,1058
402,1,176
403,1,2202
404,1,1263
405,1,761
406,1,950
407,1,1548
408,1,3516
409,1,120
410,1,6787
411,1,1354
412,1,889
413,1,2260
414,1,240
415,1,563
416,1,1068
417,1,1353
418,1,722
419,1,505
420,1,429
421,1,2380
422,1,2520
423,1,317
424,1,936
425,1,2516
426,1,272
427,1,458
428,1,505
429,1,499
430,1,1636
431,1,260
432,1,952
433,1,290
434,1,2132
435,1,691
436,1,988
437,1,2226
438,1,625
439,1,3995
440,1,1336
441,1,648
442,1,2467
443,1,171
444,1,214
445,1,174
446,1,1113
447,1,717
448,1,2652
449,1,1842
450,1,3796
451,1,1003
452,1,594
453,1,905
454,1,1400
455,1,2798
456,1,337
457,1,4734
458,1,201
459,1,1050
460,1,665
461,1,142
462,1,1412
463,1,3311
464,1,899
465,1,1776
466,1,6414
467,1,416
468,1,2559
469,1,4204
470,1,2042
471,1,581
472,1,852
473,1,158
474,1,7168
475,1,701
476,1,263
477,1,816
478,1,430
479,1,8557
480,1,410
481,1,682
482,1,432
483,1,987
484,1,1570
485,1,1480
486,1,2181
487,1,1810
488,1,1030
489,1,1051
490,1,966
491,1,616
492,1,697
493,1,1586
494,1,2748
495,1,1889
496,1,239
497,1,5319
498,1,854
499,1,505
500,1,1826
501,1,722
502,1,634
503,1,641
504,1,2711
505,1,677
506,1,4801
507,1,2616
508,1,4391
509,1,7303
510,1,697
511,1,492
512,1,270
513,1,1194
514,1,2244
515,1,196
516,1,880
517,1,4906
518,1,571
519,1,3576
520,1,838
521,1,1082
522,1,2098
523,1,382
524,1,274
525,1,1189
526,1,4686
527,1,6047
528,1,1827
529,1,367
530,1,548
531,1,9852
532,1,460
533,1,3401
534,1,652
535,1,2376
536,1,914
537,1,233
538,1,1133
539,1,4257
540,1,551
541,1,839
542,1,812
543,1,1029
544,1,205
545,1,324
546,1,307
547,1,2061
548,1,1560
549,1,39
550,1,417
551,1,2772
552,1,414
553,1,1319
554,1,188
555,1,651
556,1,3744
557,1,287
558,1,444
559,1,3336
560,1,277
561,1,1366
562,1,5981
563,1,6823
564,1,1372
565,1,546
566,1,2718
567,1,60
568,1,434
569,1,1956
570,1,483
571,1,714
572,1,539
573,1,927
574,1,1609
575,1,894
576,1,1700
577,1,3538
578,1,433
579,1,77
580,1,2110
581,1,138
582,1,753
583,1,1756
584,1,3929
585,1,1705
586,1,4694
587,1,1957
588,1,276
589,1,762
590,1,2053
591,1,599
592,1,2461
593,1,1331
594,1,334
595,1,480
596,1,1713
597,1,523
598,1,750
599,1,4476
600,1,2537
601,1,2971
602,1,1396
603,1,743
604,1,1074
605,1,339
606,1,1953
607,1,1099
608,1,2866
609,1,1889
610,1,7819
611,1,3230
612,1,2070
613,1,5451
614,1,782
615,1,1038
616,1,335
617,1,1360
618,1,473
619,1,1063
620,1,630
621,1,1783
622,1,1010
623,1,1494
624,1,1641
625,1,986
626,1,1561
627,1,3305
628,1,2375
629,1,3495
630,1,872
631,1,1562
632,1,2898
633,1,1020
634,1,4783
635,1,212
636,1,421
637,1,740
638,1,5637
639,1,1273
640,1,497
641,1,1385
642,1,1892
643,1,12144
644,1,220
645,1,1053
646,1,1112
647,1,659
648,1,420
649,1,522
650,1,814
651,1,2259
652,1,4520
653,1,531
654,1,1846
655,1,2035
656,1,943
657,1,3613
658,1,962
659,1,577
660,1,3261
661,1,492
662,1,4117
663,1,1144
664,1,1629
665,1,390
666,1,2669
667,1,1128
668,1,483
669,1,2241
670,1,828
671,1,435
672,1,2176
673,1,1322
674,1,905
675,1,4497
676,1,5112
677,1,414
678,1,1503
679,1,211
680,1,2243
681,1,299
682,1,288
683,1,2778
684,1,1240
685,1,582
686,1,537
687,1,252
688,1,17382
689,1,4874
690,1,527
691,1,1413
692,1,1256
693,1,2928
694,1,682
695,1,2562
696,1,814
697,1,224
698,1,1478
699,1,736
700,1,2658
701,1,591
702,1,1636
703,1,700
704,1,1790
705,1,979
706,1,916
707,1,322
708,1,65
709,1,1746
710,1,688
711,1,1223
712,1,1565
713,1,754
714,1,1103
715,1,1760
716,1,2976
717,1,499
718,1,694
719,1,1136
720,1,528
721,1,132
722,1,1190
723,1,2896
724,1,665
725,1,157
726,1,1326
727,1,297
728,1,2926
729,1,646
730,1,1367
731,1,606
732,1,1881
733,1,7785
734,1,148
735,1,2130
736,1,158
737,1,3857
738,1,2272
739,1,1453
740,1,2751
741,1,532
742,1,300
743,1,127
744,1,504
745,1,414
746,1,260
747,1,1049
748,1,785
749,1,319
750,1,870
751,1,3908
752,1,1827
753,1,5251
754,1,1046
755,1,3135
756,1,383
757,1,3146
758,1,420
759,1,1761
760,1,4881
761,1,456
762,1,487
763,1,2623
764,1,2649
765,1,700
766,1,228
767,1,942
768,1,685
769,1,91
770,1,823
771,1,693
772,1,252
773,1,1219
774,1,2889
775,1,394
